#Sample Identifier	Patient Identifier	Tissue Supergroup	Metastatic Tissue Site	Primary Tissue Site	Oncotree Code	Freeze Media	Final Analysis Set	CCLE ID	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic Status	DepMap ID
#Sample identifier	Patient identifier	Sample tissue supergroup	Metastatic tissue site	Primary tissue site	Oncotree code	Cell line freeze media	Indicates if the sample was included in the final analysis set	CCLE ID 	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic status 	DepMap ID mapping for cell lines included in the DepMap CCLE study 
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
#1	0	0	1	1	1	0	1	0	0	1	1	1	0
SAMPLE_ID	PATIENT_ID	TISSUE_SUPERGROUP	METASTATIC_SITE	PRIMARY_SITE	ONCOTREE_CODE	FREEZE_MEDIA	ANALYSIS_SET	CCLE_ID	SANGER_ID	CANCER_TYPE	CANCER_TYPE_DETAILED	SOMATIC_STATUS	SAMPLE_DISPLAY_NAME
S-SUM-52PE	P-SUM-52PE	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	
S-SUS-B15	P-SUP-B15	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	SUP-B15	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SW-1116	P-SW-1116	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	SW1116	SW1116	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW1116_LARGE_INTESTINE
S-SW-1417	P-SW-1417	Colo-Rectal	NA	Colon	COAD	90% FBS, 10% DMSO	True	SW1417	SW1417	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW1417_LARGE_INTESTINE
S-SW-1463	P-SW-1463	Colo-Rectal	NA	Colon	COAD	90% Complete growth media, 10% DMSO	True	SW1463	SW1463	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW1463_LARGE_INTESTINE
S-SW-1573	P-SW-1573	Lung	NA	Lung	LUNG	Complete growth medium, 90%; DMSO, 10%	True	SW 1573	SW1573	Lung Cancer	Lung	Matched	SW1573_LUNG
S-SW-1990	P-SW-1990	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	SW 1990	SW1990	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	SW1990_PANCREAS
S-SW-403	P-SW-403	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	SW403	SW403	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW403_LARGE_INTESTINE
S-SW-48	P-SW-48	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	SW48	SW48	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW48_LARGE_INTESTINE
S-SW-480	P-SW-480	Colo-Rectal	NA	Colon	COAD	90% FBS; 10% DMSO	True	SW480	NA	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW480_LARGE_INTESTINE
S-SW-527	P-SW-527	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	False	SW579	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	SW579_THYROID
S-SW-620	P-SW-620	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	False	SW620	SW620	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW620_LARGE_INTESTINE
S-SW-780	P-SW-780	Urinary Bladder	NA	Urinary Bladder	BLCA	Complete growth medium, 90%; DMSO, 10%	True	SW 780	SW780	Bladder Cancer	Bladder Urothelial Carcinoma	Matched	SW780_URINARY_TRACT
S-SW-837	P-SW-837	Colo-Rectal	NA	Rectum	COADREAD	90% FBS; 10% DMSO	True	SW837	SW837	Colorectal Cancer	Colorectal Adenocarcinoma	Matched	SW837_LARGE_INTESTINE
S-SW-900	P-SW-900	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	SW 900	SW900	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	SW900_LUNG
S-SW-948	P-SW-948	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	SW948	SW948	Colorectal Cancer	Colon Adenocarcinoma	Matched	SW948_LARGE_INTESTINE
S-SW-982	P-SW-982	Breast	NA	Breast	PBS	Complete growth medium, 90%; DMSO, 10%	True	NA	SW982	Breast Sarcoma	Breast Sarcoma	Matched	
S-T-47D	P-T-47D	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	T-47D	T47D	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	T47D_BREAST
S-T84	P-T84	Colo-Rectal	Lung	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	T84	T84	Colorectal Cancer	Colon Adenocarcinoma	Matched	T84_LARGE_INTESTINE
S-T98G	P-T98G	Brain	NA	Brain	GB	Complete growth medium, 90%; DMSO, 10%	True	T98G	T98G	Glioma	Glioblastoma, IDH-wildtype	Matched	T98G_CENTRAL_NERVOUS_SYSTEM
S-TC-71	P-TC-71	Sarcomatoid	NA	Bone	ES	Complete growth medium, 90%; DMSO, 10%	True	TC-71	NA	Bone Cancer	Ewing Sarcoma	Matched	TC71_BONE
S-TCC-PAN2	P-TCC-PAN2	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	True	TCC-PAN2	NA	Pancreatic Cancer	Pancreas	Matched	TCCPAN2_PANCREAS
S-THP-1	P-THP-1	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	THP-1	THP-1	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-TK	P-TK	Lymphoid	NA	Blood	LNM	NA	True	NA	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	
S-TK-10	P-TK-10	Kidney	NA	Kidney	RCC	Complete growth medium, 90%; DMSO, 10%	True	NA	TK10	Renal Cell Carcinoma	Renal Cell Carcinoma	Matched	
S-TMD8	P-TMD8	Lymphoid	NA	Blood	DLBCLNOS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	Matched	
S-Toledo	P-Toledo	Lymphoid	Effusion, Pleural	Lymph Node	MBN	Complete growth media 10% DMSO	True	Toledo	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-TOV-112D	P-TOV-112D	Ovary	NA	Ovary	EOV	Complete growth medium, 90%; DMSO, 10%	True	TOV-112D	NA	Ovarian Cancer	Endometrioid Ovarian Cancer	Matched	TOV112D_OVARY
S-TYK-nu	P-TYK-nu	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	TYK-nu	TYK-nu	Ovarian Cancer	Ovarian Cancer, Other	Matched	TYKNU_OVARY
S-TYK-nu-CS-r	P-TYK-nu-CP-r	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-U-2-OS	P-U-2-OS	Sarcomatoid	NA	Bone	OS	Complete growth medium, 90%; DMSO, 10%	True	U-2 OS	U-2-OS	Bone Cancer	Osteosarcoma	Matched	U2OS_BONE
S-U-2932	P-U-2932	Lymphoid	NA	Blood	MBN	NA	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-U-698-M	P-U-698-M	Lymphoid	NA	Lymph Node	MBN	RPMI-1640, 20% HI FBS, 10% DMSO	True	NA	U-698-M	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-U-937	P-U-937	Lymphoid	NA	Blood	DLBCLNOS	Complete growth medium, 90%; DMSO, 10%	True	U-937	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	Matched	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-U266B1	P-U266B1	Lymphoid	NA	Blood	PCM	Complete growth medium, 90%; DMSO, 10%	True	U266B1	U-266	Mature B-Cell Neoplasms	Plasma Cell Myeloma	Matched	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-UACC-257	P-UACC-257	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	UACC-257	UACC-257	Melanoma	Melanoma	Matched	UACC257_SKIN
S-UACC-812	P-UACC-812	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	UACC-812	UACC-812	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	UACC812_BREAST
S-UACC-893	P-UACC-893	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	UACC-893	NA	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	UACC893_BREAST
S-UCSD-242l	P-UCSD-242l	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Melanoma	Melanoma	Matched	
S-UKE-1	P-UKE-1	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	
S-UM-UC-1	P-UM-UC-1	Urinary Bladder	NA	Urinary Bladder	BLCA	Complete growth medium, 90%; DMSO, 10%	True	UM-UC-1	NA	Bladder Cancer	Bladder Urothelial Carcinoma	Matched	UMUC1_URINARY_TRACT
S-UM-UC-3	P-UM-UC-3	Urinary Bladder	NA	Urinary Bladder	BLCA	Complete growth medium, 90%; DMSO, 10%	True	UM-UC-3	UM-UC-3	Bladder Cancer	Bladder Urothelial Carcinoma	Matched	UMUC3_URINARY_TRACT
S-UMC-11	P-UMC-11	Lung	NA	Lung	LUCA	Complete growth medium, 90%; DMSO, 10%	True	NA	UMC-11	Non-Small Cell Lung Cancer	Lung Carcinoid	Matched	
S-VMRC-LCD	P-VMRC-LCD	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	VMRC-LCD	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	VMRCLCD_LUNG
S-WiDr	P-WiDr	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Colorectal Cancer	Colon Adenocarcinoma	Matched	
S-WM-115	P-WM-115	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	WM-115	WM-115	Melanoma	Melanoma	Matched	WM115_SKIN
S-WM-266-4	P-WM-266-4	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	False	WM-266-4	NA	Melanoma	Melanoma	Matched	WM2664_SKIN
S-WSU-DLCL2	P-WSU-DLCL2	Lymphoid	NA	Lymph Node	MBN	Complete growth medium, 90%; DMSO, 10%	True	WSU-DLCL2	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-WSU-FSCCL	P-WSU-FSCCL	Lymphoid	NA	Lymph Node	MBN	RPMI-1640, 20% HI FBS, 10% DMSO	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-WSU-NHL	P-WSU-NHL	Lymphoid	NA	Blood	MBN	Complete growth medium, 90%; DMSO, 10%	True	NA	WSU-NHL	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-YAPC	P-YAPC	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	True	YAPC	YAPC	Pancreatic Cancer	Pancreas	Matched	YAPC_PANCREAS
S-YMB-1	P-YMB-1	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	True	YMB-1	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	YMB1_BREAST
S-YMB-1-E	P-YMB-1-E	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	
S-ZR-75-1	P-ZR-75-1	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	False	ZR-75-1	NA	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	ZR751_BREAST
S-ZR-75-30	P-ZR-75-30	Breast	Ascites	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	ZR-75-30	ZR-75-30	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	ZR7530_BREAST
