NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	ATTRIBUTE_TYPE	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
GEA_CIN_INTEGRATED_CLUSTER_MKL_KNN_4	GEA CIN Integrated Cluster MKL KNN 4	GEA CIN Integrated Cluster MKL KNN 4	STRING	SAMPLE	1				
GEA_CIN_INTEGRATED_CLUSTER_MKL_KNN_7	GEA CIN Integrated Cluster MKL KNN 7	GEA CIN Integrated Cluster MKL KNN 7	STRING	SAMPLE	1				
GEA_CIN_INTEGRATED_CLUSTER_SUPERCLUSTER	GEA CIN Integrated Cluster SuperCluster	GEA CIN Integrated Cluster SuperCluster	STRING	SAMPLE	1				
GEA_CIN_INTEGRATED_CLUSTER_VOTING	GEA CIN Integrated Cluster Voting	GEA CIN Integrated Cluster Voting	STRING	SAMPLE	1				
GEJ_CATEGORY	GEJ Category	GEJ Category	STRING	PATIENT	1				
GEJ_CATEGORY_DICHOTOMIZED	GEJ Category Dichotomized	GEJ Category Dichotomized	STRING	SAMPLE	1				
GEJ_CATEGORY_DICHOTOMIZED_GEA_CIN_SAMPLES	GEJ Category Dichotomized GEA-CIN samples	GEJ Category Dichotomized GEA-CIN samples	STRING	SAMPLE	1				
GENDER	Person Gender	Patient gender.	STRING	PATIENT	1				
GENDER_CODE	Gender Code	Gender Code	NUMBER	PATIENT	1				
GENE	Gene	Gene	STRING	SAMPLE	1				
GENETIC_ABNORMALITY_METHOD_OTHER	Abnormality tested methodology	Abnormality tested methodology	STRING	SAMPLE	1				
GENETIC_ABNORMALITY_RESULTS	Abnormality tested results	Abnormality tested results	STRING	SAMPLE	1				
GENETIC_ABNORMALITY_TESTED	Genetic abnormality tested	Genetic abnormality tested	STRING	SAMPLE	1				
GENETIC_ABNORMALITY_TESTED_OTHER	Other genetic abnormality tested	Other genetic abnormality tested	STRING	SAMPLE	1				
GENETIC_MODIFICATION	Genetic Modification	Was your cell line genetically modified in some way?	STRING	SAMPLE	1				
GENE_EXPRESSION_CLUSTER	Gene Expression Cluster	Gene expression cluster.	STRING	SAMPLE	1				
GENE_EXPRESSION_CLUSTER_EC	Gene Expression Cluster - EC	Gene Expression Cluster - EC	STRING	SAMPLE	1				
GENE_EXPRESSION_CLUSTER_GEA	Gene Expression Cluster - GEA	Gene Expression Cluster - GEA	STRING	SAMPLE	1				
GENE_EXPRESSION_CLUSTER_GEA_CIN	Gene Expression Cluster - GEA-CIN	Gene Expression Cluster - GEA-CIN	STRING	SAMPLE	1				
GENE_EXPRESSION_CLUSTER_SCC	Gene Expression Cluster - SCC	Gene Expression Cluster - SCC	STRING	SAMPLE	1				
GENE_EXPRESSION_PROFILE	Gene Expression Profile	Gene Expression Profile	STRING	SAMPLE	1				
GENE_PANEL	Gene Panel	Gene panel.	STRING	SAMPLE	1				
GENIE_BIRTH_YEAR	Year of Birth	The four digit year associated with the patient's date of birth. Please note that each institution must keep the actual DOB in order to create the day intervals as DOB is the anchor date. This data should be masked for patients aged 90 years and greater using <=1925 and patients under 18 years using >1988.	NUMBER	PATIENT	1				
GENOME_DOUBLED	Genome Doubled	Genome Doubled	STRING	SAMPLE	1				
GENOME_DOUBLINGS	Genome Doublings	Genome Doublings	STRING	SAMPLE	1				
GENOMIC_ALTERATIONS	Genomic Alterations	Number of genomic alterations	NUMBER	SAMPLE	1				
GENOMIC_BIOPSY	Genomic Biopsy	Genomic Biopsy	STRING	PATIENT	1				
GENOMIC_BURDEN	Genomic Burden	Genomic Burden	STRING	SAMPLE	1				
GENOTYPIC_ANALYSIS_DETECTED	Genotypic analysis detected	Genotype analysis performed indicator	STRING	SAMPLE	1				
GENOTYPIC_ANALYSIS_RESULTS_OTHER	Genotypic analysis results other	Other genotyping outcome lab results text	STRING	SAMPLE	1				
GENOTYPING_RESULTS_GENE_MUTATION_NOT_REPORTED_REASON	Genotyping results gene mutation not reported reason	Genotyping results gene mutation not reported reason	STRING	SAMPLE	1				
GEOGRAPHIC_DISTRIBUTION	Geographic Distribution	Geographic Distribution	STRING	PATIENT	1				
GERMLINE_CONTROL	Germline Control	Germline Control	STRING	SAMPLE	1				
GERMLINE_MUTKNOWN_BRCA1	MedR BRCA1 Mutation	Reported germline BRCA1 mutation	STRING	PATIENT	1				
GERMLINE_MUTKNOWN_BRCA2	MedR BRCA2 Mutation	Reported germline BRCA2 mutation	STRING	PATIENT	1				
GERMLINE_MUTKNOWN_OTHER	MedR Other Mutation	Other reported germline mutations	STRING	PATIENT	1				
GERMLINE_MUTKNOWN_PALB2	MedR PALB2 Mutation	Reported germline PALB2 mutation	STRING	PATIENT	1				
GERMLINE_MUT_GENES_VARIANT	Germline nonsense or indels within a set of genes: variant type	Germline nonsense or indels within a set of genes: variant type	STRING	SAMPLE	1				
GERMLINE_TESTED	Germline Tested	Germline Tested	STRING	SAMPLE	1				
GERMLINE_TYPE	Germline Type	Germline Type	STRING	SAMPLE	1				
GLEASON_PATTERN_PRIMARY	Gleason pattern primary	Gleason pattern primary	NUMBER	PATIENT	1				
GLEASON_PATTERN_SECONDARY	Gleason pattern secondary	Gleason pattern secondary	NUMBER	PATIENT	1				
GLEASON_PATTERN_TERTIARY	Gleason pattern tertiary	Gleason pattern tertiary	NUMBER	PATIENT	1				
GLEASON_SCORE	Radical Prostatectomy Gleason Score for Prostate Cancer	The score derived from universally embraced prostate cancer grading system developed by Dr. Donald F. Gleason in 1977. The system provides a reproducible description of the glandular architecture of prostate tissue to which a pathologist assigns a score depending primarily on the microscopic patterns of cancerous glands and cell morphology. The system correlates well with behavior at the extremes: Gleason 1+1 tumors are the most well differentiated, slowly growing and rarely spread; Gleason 4+5 tumors are the most poorly differentiated, often widely metastatic at the time of diagnosis. In the commoner intermediate grade tumors, however, behavior is extremely variable.	STRING	SAMPLE	1				
GLEASON_SCORE_1	Radical Prostatectomy Gleason Score for Prostate Cancer	The score derived from universally embraced prostate cancer grading system developed by Dr. Donald F. Gleason in 1977. The system provides a reproducible description of the glandular architecture of prostate tissue to which a pathologist assigns a score depending primarily on the microscopic patterns of cancerous glands and cell morphology. The system correlates well with behavior at the extremes: Gleason 1+1 tumors are the most well differentiated, slowly growing and rarely spread; Gleason 4+5 tumors are the most poorly differentiated, often widely metastatic at the time of diagnosis. In the commoner intermediate grade tumors, however, behavior is extremely variable.	STRING	SAMPLE	1				
GLEASON_SCORE_2	Radical Prostatectomy Gleason Score for Prostate Cancer	The score derived from universally embraced prostate cancer grading system developed by Dr. Donald F. Gleason in 1977. The system provides a reproducible description of the glandular architecture of prostate tissue to which a pathologist assigns a score depending primarily on the microscopic patterns of cancerous glands and cell morphology. The system correlates well with behavior at the extremes: Gleason 1+1 tumors are the most well differentiated, slowly growing and rarely spread; Gleason 4+5 tumors are the most poorly differentiated, often widely metastatic at the time of diagnosis. In the commoner intermediate grade tumors, however, behavior is extremely variable.	STRING	SAMPLE	1				
GLEASON_SCORE_PERCENT_4_AND_5	Gleason Score Percent 4 & 5	Gleason score percent 4 & 5.	NUMBER	SAMPLE	1				
GLI2_AMPLIFICATION	GLI2 Amplification	GLI2 Amplification	STRING	SAMPLE	1				
GMED_OS_MONTHS	GMED Overall Survival Months	GMED Overall Survival Months	NUMBER	PATIENT	1				
GORLIN_SPORADIC	Gorlin Sporadic	Gorlin Sporadic	STRING	PATIENT	1				
GRADE	Neoplasm Histologic Grade	Numeric value to express the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness.	STRING	SAMPLE	1				
GRADE_TIER_SYSTEM	Histologic Grading System Tier Category	Term to describe the number of levels or 'tiers' in the system used to describe the cellular histologic grade in a tissue specimen.	STRING	SAMPLE	1				
GREATER_THAN_3_SITES	Greater than 3 sites	Greater than 3 sites	STRING	SAMPLE	1				
GROUP	Group	Group	STRING	SAMPLE	1				
GROWTH_PATTERN	Growth Pattern	Growth Pattern	STRING	SAMPLE	1				
GTF2I_MUTATION_STATUS	GTF2I Mutation Status	GTF2I Mutation Status	STRING	SAMPLE	1				
GUAIAC_POSITIVE_STOOL_WEEKS	Guaiac Positive Stool (weeks)	Guaiac Positive Stool (weeks)	NUMBER	PATIENT	1				
G_CIMP_METHYLATION	G-CIMP  Methylation	G-CIMP  Methylation	STRING	SAMPLE	1				
G_LOH	gLOH	gLOH	STRING	SAMPLE	1				
HAE	HAE	HAE	STRING	PATIENT	1				
HARVEST_DATE	Harvest Date	Harvest Date	STRING	SAMPLE	1				
HAS_MATCHED_NORMAL	Matched Normal	Has matched normal.	STRING	SAMPLE	1				
HAS_OTHER_CANCER	Other Cancer	Has other cancer.	STRING	PATIENT	1				
HAS_OTHER_KIDNEY_CONDITION	Other Kidney Condition	Has other kidney condition.	STRING	PATIENT	1				
HAY_FEVER_HISTORY	Fever History	Has history of fever.	STRING	PATIENT	1				
HBV	HBV	HBV	STRING	PATIENT	1				
HBV_CONSENSUS	HBV CONSENSUS	HBV CONSENSUS	STRING	SAMPLE	1				
HCV	HCV	HCV	STRING	PATIENT	1				
HCV_CONSENSUS	HCV CONSENSUS	HCV CONSENSUS	STRING	SAMPLE	1				
HD_CHEMO_AUTO_SCT	High Dose Chemo + Auto Stem Cell Therapy	Did the patient receive high-dose chemotherapy and autologous stem cell reinfusion?	STRING	PATIENT	1				
HEADACHE_HISTORY	Headache History	Has history of headaches.	STRING	PATIENT	1				
HEAD_VS_BODY_TAIL_PRIMARY_PANCREAS	Head VS Body/Tail Primary Pancreas	Head VS Body/Tail Primary Pancreas	STRING	PATIENT	1				
HEAVY_CHAIN	HEAVY CHAIN	HEAVY CHAIN	STRING	SAMPLE	1				
HEIGHT	Patient Height	Height in centimeters.	NUMBER	PATIENT	1				
HEIGHT_M	Height (metres)	Height (metres)	NUMBER	PATIENT	1				
HEMOGLOBIN_LEVEL	Hemoglobin level	Hemoglobin result	STRING	PATIENT	1				
HEMORRHOIDS	Hemorrhoids	Hemorrhoids	STRING	PATIENT	1				
HEPATIC_INFLAMMATION_ADJUVANT_TISSUE	Adjacent hepatic tissue inflammation extent type	Adjacent hepatic tissue inflammation extent type	STRING	PATIENT	1				
HEPATIC_INFLAMMATION_ADJ_TISSUE	Adjacent hepatic tissue inflammation extent type	Adjacent hepatic tissue inflammation extent type	STRING	SAMPLE	1				
HEPATIC_VEIN_INVASION	Hepatic Vein Invasion	Hepatic vein invasion	STRING	PATIENT	1				
HEPATITIS_B_POSITIVE_CUTOFF_RPM_POS_1_2	HEPATITIS B POSITIVE CUTOFF RPM +1 > 2	HEPATITIS B POSITIVE CUTOFF RPM +1 > 2	STRING	SAMPLE	1				
HEPATITIS_C_POSITIVE_CUTOFF_RPM_POS_1_2	HEPATITIS C POSITIVE CUTOFF RPM +1 > 2	HEPATITIS C POSITIVE CUTOFF RPM +1 > 2	STRING	SAMPLE	1				
HER2N	Her2n	Her2n	NUMBER	PATIENT	1				
HER2NEU	Her2neu	Her2neu	STRING	PATIENT	1				
HER2_AMPLIFICATION_STATUS	HER2 Amplification Status	HER2 Amplification Status	STRING	SAMPLE	1				
HER2_AND_CENT17_CELLS_COUNT	HER2 and cent17 cells count	HER2 neu and centromere 17 copy number analysis input total number count	NUMBER	SAMPLE	1				
HER2_AND_CENT17_SCALE_OTHER	HER2 and cent17 scale other	HER2 and centromere 17 positive finding other measurement scale text	STRING	SAMPLE	1				
HER2_CENT17_COUNTED_CELLS_COUNT	HER2 cent17 counted cells count	HER2 neu and centromere 17 copy number metastatic breast carcinoma analysis input total number count	NUMBER	SAMPLE	1				
HER2_CENT17_RATIO	HER2 cent17 ratio	HER2 neu chromosone 17 signal ratio value	NUMBER	SAMPLE	1				
HER2_COPY_NUMBER	HER2 copy number	HER2 neu breast carcinoma copy analysis input total number	NUMBER	SAMPLE	1				
HER2_DETAILS	HER2 Details	HER2 Details	STRING	SAMPLE	1				
HER2_DISCOVERY_BESTSAMPLE	HER2 Discovery:Best Sample	HER2 Discovery:Best Sample	STRING	SAMPLE	1				
HER2_DISCOVERY_PREORPOST	HER2 Discovery:Pre or Post	HER2 Discovery:Pre or Post	STRING	SAMPLE	1				
HER2_DISCOVERY_VALIDATION	HER2 Discovery+Validation	HER2 Discovery+Validation	STRING	SAMPLE	1				
HER2_EXPR	HER2 status measured by expression	HER2 status measured by expression	STRING	PATIENT	1				
HER2_FISH	HER2 FISH	HER2 FISH	STRING	SAMPLE	1				
HER2_FISH_METHOD	HER2 fish method	HER2 erbb pos finding fluorescence in situ hybridization calculation method text	STRING	SAMPLE	1				
HER2_FISH_METS	HER2 FISH Mets Status	HER2 FISH Mets Status	STRING	SAMPLE	1				
HER2_FISH_PRIMARY	HER2 FISH Primary Status	HER2 FISH Primary Status	STRING	SAMPLE	1				
HER2_FISH_RATIO_METS	HER2 FISH Ratio Mets	HER2 FISH Ratio Mets	STRING	SAMPLE	1				
HER2_FISH_RATIO_PRIMARY	HER2 FISH Ratio Primary	HER2 FISH Ratio Primary	STRING	SAMPLE	1				
HER2_FISH_STATUS	HER2 fish status	Lab procedure HER2 neu in situ hybrid outcome type	STRING	SAMPLE	1				
HER2_IHC_METS	HER2 IHC Mets Status	HER2 IHC Mets Status	STRING	SAMPLE	1				
HER2_IHC_OR_FISH	HER2 IHC or FISH	HER2 IHC or FISH	STRING	SAMPLE	1				
HER2_IHC_PERCENT_POSITIVE	HER2 ihc percent positive	HER2 erbb pos finding cell percent category	STRING	SAMPLE	1				
HER2_IHC_PRIMARY	HER2 IHC Primary Status	HER2 IHC Primary Status	STRING	SAMPLE	1				
HER2_IHC_SCORE	HER2 ihc score	HER2 immunohistochemistry level result	NUMBER	SAMPLE	1				
HER2_IHC_VALUE_METS	HER2 IHC Mets Value	HER2 IHC Mets Value	STRING	SAMPLE	1				
HER2_IHC_VALUE_PRIMARY	HER2 IHC Primary Value	HER2 IHC Primary Value	STRING	SAMPLE	1				
HER2_IMPACT	HER2 IMPACT	HER2 IMPACT	STRING	SAMPLE	1				
HER2_IMPACT_LR	HER2 IMPACT LR	HER2 IMPACT LR	NUMBER	SAMPLE	1				
HER2_NOTES	HER2 Notes	HER2 Notes	STRING	SAMPLE	1				
HER2_POSITIVITY_METHOD_TEXT	HER2 positivity method text	HER2 erbb method calculation method text	STRING	SAMPLE	1				
HER2_POSITIVITY_SCALE_OTHER	HER2 positivity scale other	Pos finding HER2 erbb2 other measurement scale text	STRING	SAMPLE	1				
HER2_RATIO	HER2 Ratio	HER2 Ratio	STRING	SAMPLE	1				
HER2_RESPONSE	HER2 Response	HER2 Response	STRING	SAMPLE	1				
HER2_SNP6	HER2 status measured by SNP6	HER2 status measured by SNP6	STRING	PATIENT	1				
HER2_STATUS	HER2 Status	HER2 Status	STRING	SAMPLE	1				
HER2_STATUS_METASTASIS	HER2 Metastatic Status	HER2 Metastatic Status	STRING	PATIENT	1				
HER2_STATUS_PRIMARY	HER2 Primary Status	HER2 Primary Status	STRING	PATIENT	1				
HER2_STATUS_REPORTED	PRD Ever HER2 Positive	Patient-reported response to the question: At any time, was your breast cancer found to be HER2 positive (HER2+)?	STRING	PATIENT	1				
HER2_TTP_ON_1ST_LINE_MONTHS	HER2 Total Time Period on First Line (Months)	HER2 Total Time Period on First Line (Months)	NUMBER	SAMPLE	1				
HER2_TX_STATUS	HER2 Treatment Status	HER2 Treatment Status	STRING	SAMPLE	1				
HER2_VITAL_STATUS	HER2 Vital Status	HER2 Vital Status	STRING	SAMPLE	1				
HGB_G_DL	hgb (g/dl)	hgb (g/dl)	STRING	SAMPLE	1				
HGF1	Hgf1	Hgf1	NUMBER	PATIENT	1				
HGF2	Hgf2	Hgf2	NUMBER	PATIENT	1				
HHV_8_STATUS	HHV 8 Status	HHV 8 Status	STRING	PATIENT	1				
HIGHEST_ACTIONABLE_LEVEL	Highest actionable level	Highest actionable level	STRING	SAMPLE	1				
HISPANIC	PRD Hispanic	Patient-reported response to the question: Do you consider yourself Hispanic, Latino/a or Spanish?	STRING	PATIENT	1				
HISTOLOGICAL_COMPONENT_SEQUENCED	Histological Component Sequenced	Histological Component Sequenced	STRING	SAMPLE	1				
HISTOLOGICAL_DIAGNOSIS	Neoplasm Histologic Type Name	Text term for the structural pattern of cancer cells used to define a microscopic diagnosis.	STRING	PATIENT	1				
HISTOLOGICAL_SUBTYPE	Tumor Other Histologic Subtype	Text to describe a tumor's histologic subtype or mixed diagnosis that is different from previously specified options.	STRING	PATIENT	1				
HISTOLOGICAL_TYPE	Histological Type	Histological Type	STRING	PATIENT	1				
HISTOLOGICAL_TYPE_ESOPHAGUS	Histological Type - Esophagus	Histological Type - Esophagus	STRING	SAMPLE	1				
HISTOLOGICAL_TYPE_OTHER	Histological Type Details	Text field to describe the tumor histological type (cancer type).	STRING	SAMPLE	1				
HISTOLOGIC_DIAGNOSIS_PERCENT	Histologic diagnosis percent	Histological percentage	STRING	PATIENT	1				
HISTOLOGIC_RESPONSE	Histologic Response	Histologic Response Post Neoadjuvant Therapy Necrosis Percent Category. Stage 1/2 (0-90 % necrosis), Stage 3/4 (91-100 % necrosis)	STRING	PATIENT	1				
HISTOLOGY	Histology	Histology	STRING	PATIENT	1				
HISTOLOGY_CLASSIFICATION_IN_PRIMARY_TUMOR	Histology Classification in Primary Tumor	Histology classification in primary tumor	STRING	SAMPLE	1				
HISTOLOGY_EPC_2CLASS	Histology EPC_2class	Histology EPC_2class	STRING	SAMPLE	1				
HISTOLOGY_EPC_EMBRYONAL_CARCINOMA_NON_SEMINOMA	Histology_EPC - Embryonal carcinoma,Non-Seminoma	Histology_EPC - Embryonal carcinoma,Non-Seminoma	STRING	SAMPLE	1				
HISTOLOGY_EPC_MULTICLASS	Histology EPC multiclass	Histology EPC multiclass	STRING	SAMPLE	1				
HISTOLOGY_EPC_NON_SEMINOMA	Histology EPC - Non-Seminoma	Histology EPC - Non-Seminoma	STRING	SAMPLE	1				
HISTOLOGY_EPC_NON_SEMINOMA_CHORIOCARCINOMA	Histology_EPC - Non-Seminoma; Choriocarcinoma	Histology_EPC - Non-Seminoma; Choriocarcinoma	STRING	SAMPLE	1				
HISTOLOGY_EPC_NON_SEMINOMA_TERATOMA_IMMATURE	Histology_EPC - Non-Seminoma; Teratoma (Immature)	Histology_EPC - Non-Seminoma; Teratoma (Immature)	STRING	SAMPLE	1				
HISTOLOGY_EPC_NON_SEMINOMA_TERATOMA_MATURE	Histology_EPC - Non-Seminoma; Teratoma (Mature)	Histology_EPC - Non-Seminoma; Teratoma (Mature)	STRING	SAMPLE	1				
HISTOLOGY_EPC_NON_SEMINOMA_YOLK_SAC_TUMOR	Histology EPC - Non-Seminoma; Yolk Sac Tumor	Histology EPC - Non-Seminoma; Yolk Sac Tumor	STRING	SAMPLE	1				
HISTOLOGY_EPC_SEMINOMA	Histology EPC - Seminoma	Histology EPC - Seminoma	STRING	SAMPLE	1				
HISTOLOGY_FOR_CALC	Histology for Calc	Histology for Calc	STRING	PATIENT	1				
HISTOLOGY_MULTIVARIATE_ANALYSIS	Histology multivariate analysis	Histology multivariate analysis	STRING	SAMPLE	1				
HISTOLOGY_OF_NEW_TUMOR_EVENT	Histology Of New Tumor Event	Histology Of New Tumor Event	STRING	SAMPLE	1				
HISTOLOGY_OF_PRIMARY_MSKCC	Histology of Primary (MSKCC)	Histology of Primary (MSKCC)	STRING	PATIENT	1				
HISTOLOGY_OF_PRIMARY_TURIN	Histology of Primary (Turin)	Histology of Primary (Turin)	STRING	PATIENT	1				
HISTONE_RELATED_GENES	Histone Related Genes	Histone Related Genes	STRING	SAMPLE	1				
HISTOPATHOLOGY	Histopathology	Histopathology	STRING	PATIENT	1				
HISTORICAL_PATIENTS	Historical Patients	Historical Patients	STRING	PATIENT	1				
HISTORY_ADRENAL_HORMONE_EXCESS	Excess Adrenal Hormone History Type	Excess Adrenal Hormone History Type	STRING	PATIENT	1				
HISTORY_ASBESTOS_EXPOSURE	History Asbestos Exposure	History Asbestos Exposure	STRING	PATIENT	1				
HISTORY_BARRETTS_ESOPHAGEAL_INDICATOR	Barretts esophagus	Barretts esophagus	STRING	PATIENT	1				
HISTORY_BASIS_ADRENAL_HORMONE_DX	Excess Adrenal Hormone Diagnosis Method Type	Excess Adrenal Hormone Diagnosis Method Type	STRING	PATIENT	1				
HISTORY_CHRONIC_PANCREATITIS	Chronic Pancreatitis Personal Medical History Indicator	Indicator to signify whether or not the patient has a history of clinical chronic pancreatitis.	STRING	PATIENT	1				
HISTORY_CHRONIC_PANCREATITIS_DAYS_TO	Chronic Pancreatitis Diagnosis Less Initial Pathologic Diagnosis Date Calculated Day Value	The number of days from the date the patient was diagnosed with cancer to the date of the patient's diagnosis of clinical chronic pancreatitis.	NUMBER	PATIENT	1				
HISTORY_COLORECTAL_CANCER	History colorectal cancer	History colorectal cancer	STRING	PATIENT	1				
HISTORY_FERTILITY	History fertility	History fertility	STRING	PATIENT	1				
HISTORY_HEPATO_CARCINOMA_RISK_FACTORS	History hepato carcinoma risk factor	History hepato carcinoma risk factor	STRING	PATIENT	1				
HISTORY_HORMONAL_CONTRACEPTIVES_USE	History hormonal contraceptives use	History hormonal contraceptives use	STRING	PATIENT	1				
HISTORY_HYPOSPADIAS	History hypospadias	History hypospadias	STRING	PATIENT	1				
HISTORY_IF_BARRETTS_GOBLET_CELL_INDICATOR	Goblet cells present	Goblet cells present	STRING	SAMPLE	1				
HISTORY_IMMUNOLOGICAL_DISEASE	Prior immunologic disease type	Prior immunologic disease type	STRING	SAMPLE	1				
HISTORY_IMMUNOLOGICAL_DISEASE_OTHER	Prior immunologic disease other	Prior immunologic disease other	STRING	SAMPLE	1				
HISTORY_IMMUNOSUPPRESIVE_DX	Prior immunosuppressive therapy type	Prior immunosuppressive therapy type	STRING	SAMPLE	1				
HISTORY_IMMUNOSUPPRESIVE_DX_OTHER	Prior immunosuppressive therapy other	Prior immunosuppressive therapy other	STRING	SAMPLE	1				
HISTORY_IMMUNOSUPPRESSIVE_DISEASE	Patient history immune system and related disorders name	Patient history immune system and related disorders name	STRING	PATIENT	1				
HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER	Prior infectious disease other	Prior infectious disease other	STRING	SAMPLE	1				
HISTORY_IONIZING_RT_TO_HEAD	History ionizing rt to head	History ionizing rt to head	STRING	PATIENT	1				
HISTORY_LGG_DX_OF_BRAIN_TISSUE	History lgg dx of brain tissue	History lgg dx of brain tissue	STRING	PATIENT	1				
HISTORY_MENOPAUSAL_HORMONE_THERAPY	History menopausal hormone therapy	History menopausal hormone therapy	STRING	PATIENT	1				
HISTORY_NEOADJUVANT_MEDICATION	Neoadjuvant Therapy Type Administered Prior To Resection Text	Text term to describe the patient's history of neoadjuvant treatment and the kind of treatment given prior to resection of the tumor.	STRING	PATIENT	1				
HISTORY_NEOADJUVANT_STEROID_TX	Preoperative corticosteroids	Preoperative corticosteroids	STRING	PATIENT	1				
HISTORY_NEOADJUVANT_TRTYN	Neoadjuvant Therapy Type Administered Prior To Resection Text	Text term to describe the patient's history of neoadjuvant treatment and the kind of treatment given prior to resection of the tumor.	STRING	PATIENT	1				
HISTORY_NEOADJUVANT_TX_TYPE	History neoadjuvant tx type	Prior systemic therapy type	STRING	PATIENT	1				
HISTORY_OF_CROHNS_DISEASE	History of Crohn Disease	History of Crohn Disease	STRING	PATIENT	1				
HISTORY_OF_ULCERATIVE_COLITIS	Prior History of Ulcerative Colitis	Prior History of Ulcerative Colitis	STRING	PATIENT	1				
HISTORY_OF_UNDESCENDED_TESTIS	History of undescended testis	History of undescended testis	STRING	PATIENT	1				
HISTORY_OTHER	Other History	Other History	STRING	PATIENT	1				
HISTORY_OTHER_MALIGNANCY	Prior Cancer Diagnosis Occurence	Text term to describe the patient's history of prior cancer diagnosis and the spatial location of any previous cancer occurrence.	STRING	PATIENT	1				
HISTORY_PHEO_OR_PARA_ANATOMIC_SITE	Prior History Pheochromocytoma Or Paraganglioma Anatomic Site Text	Text field to describe the anatomic site of the prior pheochromocytoma or paraganglioma.	STRING	PATIENT	1				
