Hugo_Symbol	TP_2061	SC_9091	SC_9086	MO_1339	MO_1337	MO_1336	SC_9031	SC_9081	SC_9080	MO_1316	TP_2054	SC_9073	SC_9072	SC_9071	SC_9068	MO_1277	MO_1202	SC_9063	SC_9062	SC_9061	MO_1262	MO_1249	MO_1244	MO_1241	SC_9060	SC_9059	SC_9058	SC_9057	MO_1232	MO_1221	MO_1219	MO_1215	SC_9055	SC_9038	SC_9050	MO_1192	MO_1176	SC_9054	SC_9049	SC_9048	SC_9047	SC_9046	MO_1184	MO_1179	SC_9043	SC_9018	SC_9037	SC_9036	SC_9034	SC_9032	TP_2034	MO_1161	SC_9030	TP_2032	SC_9029	SC_9028	SC_9026	TP_2020	SC_9023	SC_9022	SC_9019	SC_9017	SC_9016	MO_1124	MO_1128	MO_1118	MO_1114	SC_9012	SC_9007	TP_2009	TP_2010	SC_9010	SC_9009	SC_9008	TP_2001	MO_1095	SC_9001	MO_1094	MO_1084	MO_1071	MO_1054	MO_1040	MO_1020	MO_1014	MO_1013	TP_2060	SC_9083	TP_2064	SC_9097	SC_9093	SC_9092	SC_9099	SC_9094	6115251	6115247	6115242	6115219	6115122	6115114	1115202	6115117	6115115	1115161	1115183	6115237	6115233	6115118	6115123	1115153	6115121	1115156	1115154	6115227	6115234	6115224	1115244	1115157	6115250
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020682	0	0	0	0	0	0	0	0	0	0	0	0	6908.72	0
SNORA31	0	0	0	0	0	0	0	0	0	1001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6514	0	0	0	0	0	0	0	0	0	0	0
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1276.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.607	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1799	0	0	0	0	0	0	26.2841	0	0	0	0	0	0	0	0	0	0	0	0
SNORA32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831.37	0	0	0	0	0	0	0	0	1787.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2467.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2043.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA33	2008.41	1880.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2910.53	0	0	0	0	0	733.608	0	1765.22	0	0	0	654.344	0	1109.72	0	0	1493.09	0	3858.75	0	0	0	0	1815.07	0	0.0121722	0	0	4836.63	0	0	0	3039.43	0	936.718	0	0	0	0	0	0	0	0	0	1282.76	0	0	0	0	0	0	744.904	0	0	0	0	856.519	0	0	1374.97	0	0	0	0	527.857	0	0	0	158.76	0	2221.72	0	0	0	0	1394.01	1918.2	0	14.469	43.3899	12.6536	21.1577	0	0	23.5752	18.9555	0	0	8.52692	15.2325	0	18.0346	0	0.00802026	0	0	0	0	0	0	0	0
SNORA33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3555	0	0	0	0	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657.396	0	0	0	0	0	0	0	0	0	0	462.658	0	0	0	0	771.331	0	0	0	0	0	0	2177.25	0	0	507.598	0	0	0	0	0	0	0	0	90.3406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4958	80.576	0	0	0	0	0	0	0	0	0	0	0	0	11.3718	0	0
SNORA4	0	0	0	0	1456.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	2455.91	2574.62	0	0	0	0	0	0	0	0	0	0	1969.95	0	0	0	0	1507.04	0	0	0	0	1715.93	0	4124.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2467.64	2097.31	0	1394.94	0	0	0	0	0	0	0	0	3367.77	0	5232.22	0	3233.4	0	0	0	295.831	1592.73	0	0	0	0	0	0	0	0	0	2471.77	0	0	0	0	27.8828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.026	0	21.63	23.2382	0	24.892	15.871
SNORA40	0	13296.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA40	0	0	0.558656	0	0	0	0	0.000178872	0	0	1198.17	1.32379	0	0	0	418.263	0	0	0	0.0142001	0.00050568	0	887.947	0.000142815	0	0	0.266278	0	0	0.165902	0	0	0	0.605	0.548233	0.000804892	0.00565207	0	0	0	0	0.0294619	0.000888534	0	0	0	0	0	12.0876	0	0.0210212	0	0.198427	0	0	0	0	0	0	0	802.122	0	0	0.0524223	0	0.131847	0.000250932	0	0	0.000238984	0.000787934	0.000160553	0	0.00328596	0.113996	0	0	0	0.0172425	0.0225748	0.00139517	0	0	0	0	0	0	1.54503	0	0	0	0.000356192	0	0	0	0	0	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0.00139921	0	0	0.000604979	0	0
SNORA40	0	0	0.255644	0	0	0	0	0.000178872	0	0	1198.17	1.10316	0	0	0	418.263	0	0	0	0.0141849	0.002678	0	226.92	0.000142815	0	0	0.114274	0	0	0.0931315	0	0	0	0.177174	0.643807	0.000804892	0.00874317	0.000518178	0	0	0	0.0700715	0.000888534	0	0.00265649	0	0	0	3.62628	0	0.00305482	0	0.140559	0	0	0	0	0	0	0	681.804	0	0	0.0455226	0	0.103221	0	0	0	0	0.000787934	0.000160553	0	0.00328596	0.0504596	0	0	0	0.0172425	0.023653	0.0020515	0	0	0	0.0277382	0	0	0.968423	0	0	0	0.000356192	0	0	0	0	1.43E-06	0	0	0	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0.000874823	0	0	0.00036702	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	1178.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.7144	0	0	0	0	0	0	0	0	92.2089	0	0	0	0	0	0	0	0	1.27E-30	0	0	15.8751	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14E-05	0	0	0	0	0	0	0	0	0	9.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074383	0	0	0	0	0	0.000091175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62E-05	0	0	0	0	8.47023
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287588	0	0	0	0	0	0	0	0	0	0	0.00272508	0	0
SNORA40	0	0	0	0	0	0	0	3.70E-05	0	0	0	0	0	0	0	0	0	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14E-05	0	0	0	0	0	0	0	0	0	9.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074383	0	0	0	0	0	0.000091175	0.000150083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0	0	0	4.62E-05	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14E-05	0	0	0	0	0	0	0	0	0	8.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	7.46E-06	0	0	0	0	0	0	1.51E-05	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-06	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0
SNORA41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1499	0	0	0	0	0
SNORA41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4915	0	15.2199	0	0	0	0	0	12.6473	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA42	0	0	0	0	0	0	0	857.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.285	0	0	0	431.552	0	0	0	0	0	0	0	0	0	900.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.658	0	0	0	898.916	771.331	0	0	0	0	0	0	4354.5	0	0	0	1774.12	0	0	0	0	0	0	1317.34	271.022	0	0	0	0	0	0	0	0	0	3374.25	0	0	0	0	0	0	0	0	0	0	0	13.4293	0	0	10.6776	0	19.5166	0	10.7019	0	14.6424	0	0	7.53848	0	0	0
SNORA42	0	0	0	0	0	0	0	0	771.046	0	0	0	0	0	1255.2	0	0	0	0	0	0	0	564.078	0	0	0	0	0	0	0	0	0	425.333	546.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502.417	0	0	0	940.468	817.172	0	471.396	0	0	674.711	0	0	0	570.089	0	0	0	0	0	0	1024.91	0	0	0	0	0	0	1497.49	78.521	539.28	0	0	0	0	1198.02	0	0	33.5552	0	0	0	0	0	0	23.6263	0	17.6779	5.36372	0	0	0	7.58071	0	0	11.2365	0	0	9.4824	8.32145	0	13.0219	12.35	13.3098	49.9479	7.7647	13.6441
SNORA42	0	0	0	0	0	0	0	0	0	0	4586.71	1268.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.87543	0	0	5.36372	0	23.8192	11.7867	0	0	0	0	0	0	0	0	78.1543	0	0	0	0	0	0
SNORA42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775.626	0	0	0	0	507.252	0	0	555.096	0	0	0	0	0	0	0	0	0	0	0	0	900.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.92	0	0	0	0	0	0	0	0	0	13.4958	0	0	0	0	0	0	0	0	0	14.6424	14.7584	0	0	0	0	0
SNORA43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8215	4.63E-13	47.6661	9.31038	49.7985	155.414	12.4012	0.00094669	14.3883	1.59E-10	27.9917	8.55723	44.8247	1.08E-21	0.000538408	0	73.7678	11.9465	0	0.00134591	6.61E-05	5.24438	0.00136595	8.45634	24.249
SNORA43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.551	0	0	0	0	0	0	0	0	0	0	0	0	13.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.015	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35E-35	0	0.0952916	0	4.49E-21	3.66356	0	0	0	0	10.0593	0	1.28E-36	0	0	0	0	0	0	5.58517	0	62.339	0	0
SNORA46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.52	0	0	0	159.577	0	0	0	0	0	189.141	0	0	0	0	0	0	0	0	0	0	0	0	0	338.228	0	0	0	137.467	0	0	163.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.606	0	0	0	0	0	0	0	0	372.034	697.242	0	0	0	0	0	120.539	0	0	0	0	0	0	0	0	0	0	0	342.093	0	3.09076	0	0	3.47501	0	0	0	13.5636	0	0	0	2.4237	0	10.3453	0	0	4.27864	0	6.09719	0	0	5.95982	0	0	0
SNORA46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367.28	0	0	0	8.9372	15.2969	0	0	0	13.4958	0	8.5987	0	10.6776	0	0	0	0	0	0	0	0	0	11.3718	0	0
SNORA48	0	0	0	2765.92	0	0	0	0	0	0	0	0	1166.24	0	0	0	0	0	0	0	0	0	652.811	0	0	0	0	0	0	0	0	790.145	0	0	0	0	1012.41	0	1178.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.658	0	0	0	0	0	0	0	409.115	0	0	0	0	2895.86	0	507.598	0	0	0	0	0	0	0	0	451.703	0	264.935	0	106.753	0	0	0	1348.05	0	0	0	0	0	10.2353	0	0	0	59.8514	18.2176	0	26.9915	13.4293	17.1974	24.268	0	0	84.5718	0	117.721	9.35096	0	29.5169	13.9949	15.077	34.1154	0	20.6093
SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	306.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.283	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84782	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8454	0	0	0	0	0	0	0	0
SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	0
SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-06	0	0	0	0	0	0	0	0	0	0
SNORA50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.209	719.392	0	0	0	0	673.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9274	0	0	0	21.241	0	0	0	43.1194	0	0	0	0	6.92478	11.9974	0	0	0	0	0	0	0	0	0
SNORA50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.19	0	0	0	0	0	0	0	0	0	0	1082.51	0	1693.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.9	1896.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567.91	0	0	0	0	0	0	0	11175.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1514	0	0	0	0	0	0	0	0	0	0	29.6041	0	0	0	0
