Hugo_Symbol	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
hsa-miR-196b-5p	8.6147	10.9814	9.6832	11.8456	7.4063	8.2124	11.7378	8.3673	7.4435	7.8973	8.4865	10.73	9.3875	10.1438	8.8887	8.5031	9.9146	9.967	9.776	10.3012	9.0653	7.8792	9.2375	11.1136	8.3763	8.8599	8.8166	8.891	8.698	10.5876	8.7121	10.087	8.5503	7.9219	10.4689	9.5463	10.7671	9.8646	8.9729	10.6689	7.699	9.2183	9.2438	10.6557	10.4362	10.4273	9.7231	9.847	7.7108	8.3345	8.369	10.5765	7.5702	8.7288	8.5371	9.58	11.0269	10.9505	11.2787	8.0737	8.5403	7.3772	8.6269	8.4511	10.2299	10.26	10.8832	9.6888	8.6613	9.9473	8.6702	8.6652	9.3643	11.1398	10.2128	9.7889	10.8993	8.3033	10.6962	9.2007	7.466	8.1366	9.0796	11.3813	11.4254	6.2907	8.8852	9.305	9.7646	11.1363	9.6675	10.7507	8.4524	11.4201	8.8255	8.2243	8.2287	9.9795	10.2359	9.5967	9.7832	10.9985	7.645	10.9319	7.9902
hsa-miR-197-3p	9.5723	8.1272	9.7522	7.778	10.2642	8.5335	8.8869	7.9422	6.0469	10.0308	10.2965	8.0197	10.1742	8.5341	9.1079	10.2266	9.3766	8.3034	8.8411	9.5321	10.0154	10.4541	8.7083	9.132	8.8253	7.6958	8.8995	9.5776	8.3373	9.2446	8.8499	9.3211	8.5236	9.5976	9.3631	9.4427	8.7097	9.9368	8.6608	9.4986	8.8402	8.5563	7.8778	9.5486	8.9588	8.6555	9.1579	8.5754	7.9858	7.0413	8.7115	7.3097	8.6988	8.8147	8.3739	9.6117	9.7596	8.7635	8.5212	7.5878	7.2512	7.7778	8.3197	7.71	8.1769	8.8055	9.0756	8.6258	8.5949	9.3863	8.2365	9.6427	9.2105	8.1673	9.7545	9.2474	8.3688	9.9103	10.3558	8.1506	7.3426	9.7652	10.1224	10.0556	10.2049	9.4856	9.1803	8.594	10.398	8.9841	7.8693	8.7129	8.7008	8.9261	9.155	10.4713	10.438	8.1463	8.7288	8.3923	8.6123	8.9937	9.0007	9.6953	8.0641
hsa-miR-197-5p	0	1.0375	0.8659	0.3142	1.9181	0.6929	0.4683	0.5927	0	1.063	1.202	0.2633	0.7011	0.839	1.546	1.2816	1.7137	0	0.7664	1.4997	1.5723	1.8879	0.42	0.5314	0.8551	0	1.2576	0.2523	0	0.637	0.594	0.6965	0.7379	0.4117	0.9571	0.9675	0.6223	1.7118	0.2988	0.622	0.8626	0.3273	0	0.9571	0.5457	0.8722	1.2847	0.1865	0.2627	0	0.231	0.155	0.71	0.5215	0.4348	0.7337	0.8262	0.8684	0.3293	0	0	0.4167	0.4227	0	0.3275	0.7728	0.7665	0.3871	0.6356	1.4107	0.7127	0.5869	0.4021	0.2693	0.7082	0.4731	0.4511	0.787	1.8909	0.3735	0.5733	0.8678	1.4959	0.6657	1.0949	0.9736	1.6145	0.5475	0.9604	0.5733	0.1181	0.8191	0.5239	0.7984	0.8458	0.8553	1.0879	0.9539	0.9873	0.4363	0.1635	1.0515	0.4696	0.3855	0.2143
hsa-miR-1976	0	0	0.6307	1.5591	1.7504	1.7932	0.922	0.9176	0.9438	1.3972	1.2777	1.1383	1.0121	0.8052	1.0422	0.9665	1.5295	0.5479	1.7199	2.5888	1.5335	2.6138	0.7449	0.7382	1.0079	0.8631	0.9954	1.1022	0.4115	1.2556	1.1849	1.7116	0.4156	1.2148	1.7165	1.5414	0.3444	1.2541	1.0255	1.4922	1.6611	1.3379	0.4186	1.7457	1.819	0.8722	1.2053	0.8701	0.6773	0.5777	0.9016	0.6481	1.2655	0	1.0997	0.7337	1.1943	0.8684	0.5972	0	0.2009	0.9685	1.4934	0.8037	0.5942	0.4904	0.9079	0.9436	0.5832	1.9124	0.2138	1.4632	1.3826	0.8647	1.5651	0.9783	0.3714	0.9923	1.2353	0.5293	0.4063	1.5483	1.4028	1.412	0.9327	1.3459	1.5524	0.4809	0.3604	1.3768	1.1885	1.3918	1.185	0.7984	1.265	1.8671	1.5285	1.0109	1.4246	1.0421	1.448	1.5114	1.3442	1.051	1.1382
hsa-miR-199a-3p	10.284	10.1616	11.7442	10.8133	11.5024	10.0016	11.7882	11.8046	8.168	11.9534	11.1067	12.1791	10.8328	11.4641	12.0416	9.4473	12.6501	11.524	11.1467	11.6986	11.7156	12.2697	12.2031	12.3244	11.9266	10.1653	12.194	10.2342	12.058	11.5975	11.9263	12.255	10.2654	11.3218	10.5004	12.326	12.2378	12.9828	12.2852	12.1182	12.9856	11.8889	11.592	11.9321	12.6505	13.0532	11.8732	11.5115	12.251	11.2088	12.3643	12.0272	12.4195	12.833	12.04	12.028	11.8762	11.5798	12.4791	11.6204	11.6937	12.4014	12.6613	11.8903	11.3642	12.0026	12.3943	11.3883	12.5715	12.8726	12.8288	12.1953	12.5115	12.3227	11.594	12.2426	12.5113	12.1714	10.6291	11.9577	12.3426	11.8056	12.3744	13.1667	11.2505	10.8338	11.3715	11.5226	12.1418	12.7407	11.2716	12.3642	12.6931	12.3802	12.7725	11.3196	11.0247	12.0049	12.1145	12.1239	12.2253	11.6323	12.6635	13.0471	12.4527
hsa-miR-199a-5p	8.5123	7.8421	8.9845	8.3077	8.6043	7.5411	9.3868	9.044	5.8997	9.76	9.4646	10.0558	8.8014	9.176	8.9713	8.1604	9.6006	8.7457	8.5786	8.0869	8.3369	9.4716	9.5421	9.5433	9.206	7.6771	9.6349	8.7275	9.8666	8.4949	9.4619	9.2839	7.3021	7.9678	7.5836	10.0769	9.3545	10.4618	9.4091	9.605	10.1826	8.9721	8.937	9.303	9.6183	10.0642	9.3407	8.9105	9.9897	8.996	10.1969	9.5423	9.9932	10.3458	9.2153	9.6838	9.3936	9.2043	9.7959	9.4853	9.3198	10.5717	10.7569	9.4339	9.3612	10.143	10.1475	9.4213	10.0977	11.1504	9.8241	9.8274	10.0601	9.7874	9.0922	9.8227	10.2914	10.1163	8.1672	9.8202	10.1747	9.263	9.5493	9.9218	8.4676	8.0745	8.574	9.041	9.4068	9.8201	8.9059	9.7099	9.8587	9.6712	10.319	8.9528	9.1087	9.4341	9.5067	9.5091	9.3552	8.5597	9.7443	10.5332	10.1232
hsa-miR-199b-3p	9.271	9.1556	10.7356	9.8037	10.4951	8.9941	10.7793	10.7987	7.1545	10.9469	10.0976	11.1726	9.8241	10.4566	11.0345	8.4385	11.6382	10.5141	10.1342	10.69	10.7077	11.2575	11.1945	11.3154	10.9149	9.1532	11.1848	9.2261	11.0516	10.5881	10.9189	11.2484	9.2548	10.3131	9.4918	11.32	11.2307	11.9726	11.2785	11.1091	11.9781	10.8811	10.5857	10.9219	11.6451	12.0438	10.8619	10.5038	11.2395	10.1999	11.35	11.0182	11.4091	11.8214	11.0306	11.0157	10.8673	10.5681	11.4714	10.6119	10.6862	11.3907	11.6503	10.8804	10.3535	10.9948	11.3863	10.3785	11.5617	11.8609	11.8191	11.1848	11.5025	11.3153	10.5849	11.2343	11.5041	11.1625	9.616	10.9476	11.3324	10.7909	11.3659	12.156	10.2398	9.8271	10.3606	10.5122	11.1306	11.7309	10.2624	11.3565	11.6845	11.372	11.7623	10.3099	10.0169	10.9996	11.1051	11.1146	11.2173	10.6242	11.6566	12.0403	11.4426
hsa-miR-199b-5p	6.5868	6.026	8.5242	7.6165	7.0971	5.6172	8.3692	8.2272	4.8434	7.4336	7.4783	9.3363	6.7765	7.3787	7.025	4.1059	9.0949	8.149	7.7643	6.7678	6.9954	7.9157	8.5126	8.8735	8.3187	7.1929	8.6807	6.0329	8.7262	6.719	8.2131	7.6637	6.2183	5.7985	5.3603	8.8637	9.0477	9.4021	9.1274	8.9993	9.4335	8.6144	8.5794	7.8802	8.5516	9.1125	8.0314	7.7391	9.4162	7.8267	8.8471	9.3091	9.0313	9.924	8.6286	8.1218	8.3058	7.6323	9.2583	8.4585	8.4003	9.9486	10.1561	8.8268	7.7164	8.2546	9.0352	7.6469	8.8789	9.9065	9.3683	8.4837	8.5397	8.5572	8.1415	8.198	9.164	9.0246	5.95	8.5425	9.9472	7.1984	7.5218	7.8185	6.2732	6.6054	6.6435	7.857	8.2977	9.0694	7.4557	8.2135	8.4913	8.1917	9.9524	6.6375	5.5715	8.5884	8.2376	8.574	8.6363	7.3384	8.5455	9.4879	9.2112
hsa-miR-19a-3p	4.1367	4.527	2.501	2.0578	2.5863	1.159	3.317	3.904	0	1.635	1.6349	6.1633	2.4135	2.0953	1.6812	0	2.6297	1.6756	1.4098	0.6737	1.322	0.9481	1.8889	2.3456	1.4956	6.6565	3.7499	1.5417	1.5755	1.5571	2.1909	1.856	1.7386	0.9933	1.7743	2.1365	4.6872	2.0587	1.3416	1.5171	2.4441	2.7229	2.4267	2.2527	3.0627	2.0302	1.0318	2.2818	2.9862	5.1708	2.0446	6.8113	1.4586	1.9645	1.8631	1.7313	1.8386	1.0709	5.6698	2.7367	3.5735	4.7665	5.7187	4.3017	2.628	2.4472	3.5438	2.7092	3.3748	2.9326	3.1804	2.0044	2.3727	2.2927	2.8057	2.6187	2.2901	2.5986	1.0759	1.9287	5.0788	0	0.5556	0.9834	1.0949	1.8869	2.1634	2.203	1.532	2.4425	2.3077	0.8191	2.6988	1.6859	1.0148	0.6676	0.9579	4.8415	1.5218	3.832	2.4918	1.5325	1.2305	2.1103	4.0797
hsa-miR-19b-1-5p	1.0745	1.4878	0.8659	0.7908	0.5828	0	1.7228	1.0115	0.3872	0.2843	0.4559	1.849	0.7011	0.8721	0.3389	0	0	0.5479	0.9201	0	0.2115	0	0.7449	0.7382	0.49	1.7398	1.0425	0.2523	0	0.3533	0.2263	0.6338	0.4156	0	0.3437	0.5106	2.0826	0.8412	0.3861	0.3719	0.5534	1.1847	0.4186	0	0.5457	0.9628	1.2053	0.8701	0.3781	0.5777	0.7609	1.2394	0.2128	1.1117	0.7685	0	0	1.0709	1.1902	1.0929	0.6759	0.6545	0.8127	0.5821	0.5942	1.3893	1.4609	0.9436	0.5289	0.635	0.2138	0.5869	0.4021	1.4016	1.5078	1.1138	0.3714	0.7308	0.9891	0.9157	1.0965	0	0.5556	0.9834	0.7499	1.5496	0	0.8409	0.8129	0.6157	0.2272	0.6537	1.4601	0.9441	0.1732	0	0.2743	1.0658	1.2079	0.7708	0.6564	0.8133	0.4696	0.6893	0.4009
hsa-miR-19b-3p	6.001	7.5761	4.7719	6.0841	4.8442	2.7775	6.3401	7.0239	1.5095	4.5418	4.1575	7.8525	4.2687	5.4254	3.6814	5.0634	4.5824	4.2754	4.0487	4.2215	3.4733	3.4429	5.3749	5.7065	3.1515	9.1007	6.4773	3.9023	3.8612	3.783	5.2028	4.0456	4.5872	3.1402	3.5557	5.0346	7.945	4.9207	4.7796	3.9317	5.3758	6.0485	5.3478	4.7677	5.8581	4.9895	5.4365	5.3579	6.4988	7.6316	4.7293	9.1386	4.6068	5.7451	5.037	4.883	4.1071	3.5859	8.1373	5.7312	7.4083	7.2284	7.9158	7.2183	6.031	5.0701	6.1561	5.6419	6.2803	5.7018	6.1889	4.3094	4.9114	5.6286	6.2407	5.9073	5.3631	5.2547	4.579	4.1209	7.5728	2.7003	4.2545	4.0131	4.1176	5.3742	5.1977	6.2543	4.062	4.8656	5.7276	3.9383	5.751	5.0349	4.0774	3.8902	3.2356	7.8529	4.4933	6.6896	5.7076	4.2028	3.8352	5.2508	7.0263
hsa-miR-200a-3p	9.5429	10.8641	10.327	11.6427	10.2029	9.5577	10.7355	11.1731	8.2728	7.1389	9.3152	10.145	10.104	9.65	8.9684	7.7056	9.7626	9.3497	10.5119	9.0758	8.6963	6.978	10.1947	9.9166	7.8204	11.8659	10.3075	8.0762	7.4737	9.5006	10.8353	10.0967	9.6293	10.2515	9.6036	10.3259	10.4039	9.2809	10.5551	10.1611	9.7995	10.8266	9.5426	8.9662	9.8909	9.241	9.7594	10.761	10.0998	10.6049	10.3973	11.0029	10.2282	10.1294	10.4549	11.8612	10.2788	10.0389	11.0453	10.6115	9.5247	10.7869	10.6721	9.4248	10.1236	9.3356	9.323	8.8436	9.3632	8.5967	9.5165	8.9199	8.5574	9.3969	10.3435	9.675	9.1404	9.7178	10.0039	9.2318	9.6811	7.9046	9.8624	9.0885	9.2517	10.5414	9.6379	9.0933	9.5328	9.9456	10.6322	9.2667	9.5625	9.3526	8.9256	7.1249	7.4375	11.5788	10.1978	9.2376	10.7435	10.8982	9.6474	9.871	11.1288
hsa-miR-200a-5p	7.075	7.0059	8.044	7.6106	8.716	7.2143	7.3918	7.6059	5.9604	5.1014	7.4657	8.1481	7.6075	6.296	7.8617	5.9992	7.7593	6.6879	7.9901	6.3904	7.1191	5.5332	7.0745	6.4895	5.9463	8.3004	7.5817	6.547	5.2467	6.7895	7.4771	7.484	7.1004	7.6039	7.3095	6.7663	6.5258	6.1708	7.1629	7.6308	6.8799	8.3256	5.8967	6.1948	6.8456	6.891	7.2499	7.7837	6.0227	7.2591	7.2803	6.7072	6.9582	7.1622	7.6321	8.0882	7.8967	7.5514	6.6635	7.9343	5.5595	7.2926	7.6836	6.1764	7.0498	7.5558	6.7839	6.8516	6.2885	6.7248	6.2155	7.7241	6.5825	6.4931	6.8349	6.8121	6.4412	6.8452	7.3685	7.0625	6.7915	6.7617	6.5146	6.3832	7.1849	8.2866	8.2126	6.09	8.3421	7.4117	7.0986	6.5568	7.1358	7.0036	6.5428	5.9808	6.1582	7.9382	7.984	6.2283	7.2443	8.4347	7.134	6.4184	7.4244
hsa-miR-200b-3p	12.9926	13.7309	14.0335	15.1746	14.6506	13.5301	13.8785	14.1765	11.9331	10.7373	13.0912	12.9655	12.801	12.6475	12.7357	11.9507	13.9871	12.9965	14.8255	13.9896	13.6212	11.5351	13.4128	13.4086	12.4004	14.7445	13.26	12.2313	12.2666	13.4848	13.9558	14.4114	12.9302	14.4034	14.0634	13.9498	13.597	12.2501	13.5346	13.9572	13.2467	15.0663	13.3805	13.4666	13.1579	13.09	13.7095	14.2097	13.13	13.0015	13.7262	12.946	13.4766	13.396	14.0247	13.7565	13.4406	14.2012	13.3502	13.03	12.6713	13.2003	13.2477	11.6938	13.6366	12.6224	13.1656	13.0749	12.9708	12.7401	13.0225	13.6602	12.9405	12.9993	13.4337	13.4275	12.7114	12.4343	14.2362	13.0571	12.7935	13.1959	12.7596	12.7803	13.4733	14.5811	14.1593	12.1828	14.7456	13.1067	13.1294	12.9229	13.031	13.4132	13.7147	11.3123	11.7234	13.4607	14.1838	12.2874	13.1335	14.4404	11.8234	11.9468	13.4756
hsa-miR-200b-5p	7.0451	6.9372	7.6755	7.6661	8.5385	7.0241	6.8425	6.754	5.0452	5.6109	7.601	6.4625	6.9838	7.3393	6.9536	6.6876	7.1301	5.7209	7.8774	8.0527	7.9664	5.9458	6.9616	6.3599	5.5578	7.1155	6.3543	6.3844	5.4346	7.2595	6.9712	7.4764	6.3422	7.6615	7.6862	7.3512	6.8121	6.5698	7.0417	7.2752	6.4451	7.7726	5.9882	6.7323	6.3191	6.3788	7.2098	7.3435	5.7945	5.6929	6.882	5.7233	6.2529	6.5815	6.9171	8.3131	7.0784	7.2513	5.817	6.2	5.4797	5.8347	6.0767	5.0374	6.3112	6.5424	6.6188	6.6453	5.9734	6.1928	5.9729	7.1319	6.0307	5.9746	6.8765	6.7653	5.7132	6.4133	8.0571	6.1771	5.3083	7.0081	7.0831	7.2933	7.6251	8.1427	8.2665	5.3302	8.4191	6.4434	6.3694	6.4678	6.5208	6.8947	6.6555	6.7082	6.7094	6.6764	7.4879	5.5019	6.6656	7.8607	5.6728	5.9894	6.4667
hsa-miR-200c-3p	12.5829	11.6789	11.7123	12.4089	11.8793	10.7844	11.3752	11.281	9.0534	9.9633	11.6843	10.8158	12.2094	12.2243	10.9922	10.5512	10.8277	12.052	12.3652	11.7611	12.0641	11.2863	11.7301	11.4115	10.3524	11.2387	10.7155	10.5084	10.4301	12.4321	11.3994	11.7249	10.9043	12.3342	12.4748	10.7187	11.5814	11.6364	11.4896	11.7881	11.3595	10.998	11.0569	11.0495	10.7068	11.3757	11.4683	11.7674	10.0991	9.9525	11.1098	10.8489	10.6808	11.533	12.1229	13.6908	12.081	11.4025	11.1978	10.5192	10.5159	10.0078	10.729	9.736	11.9188	10.753	11.0547	10.3496	10.8529	11.0946	10.1706	11.917	10.9487	11.3321	11.8828	12.1053	10.7137	10.4511	12.2568	10.5464	10.5495	10.0675	11.711	11.7765	11.1439	12.4672	12.1918	10.4163	13.0532	10.8063	11.0867	10.2939	11.6619	10.799	11.3524	11.1798	11.362	11.865	11.2585	9.8672	11.7036	12.197	9.97	10.3565	10.7489
hsa-miR-200c-5p	1.0745	1.3241	2.869	2.9204	3.0094	1.9162	2.1122	2.105	1.5095	1.063	2.5437	3.7018	2.9787	2.8863	2.235	2.2679	2.4337	1.8242	3.7402	1.6828	2.7064	2.3074	2.6015	1.7864	1.9377	2.6201	3.3421	2.9066	1.5755	2.3682	2.4369	3.2345	1.7386	2.5738	2.4784	1.9107	3.1842	3.0222	1.9405	3.1758	2.3145	2.0199	0.7427	1.4046	2.6523	2.9343	2.5112	3.2138	1.2005	2.682	1.7037	1.9814	1.5398	2.8269	2.8031	3.3146	3.4659	1.4066	2.1153	3.1281	2.2881	2.0886	3.1485	2.1633	2.5465	2.5996	3.0937	2.5666	2.6071	2.3636	1.9542	4.0279	3.4759	3.1033	2.9844	3.339	2.9274	2.556	2.5668	2.5547	2.3408	1.2478	1.4028	2.3516	1.3732	3.5599	3.899	1.2931	4.2314	2.6607	2.1687	1.3383	3.8292	1.4131	3.2551	1.4674	2.0132	3.0051	2.2458	2.3393	2.6288	2.8698	1.8848	1.2805	2.6519
hsa-miR-203a-3p	10.4035	10.0895	8.9381	11.4633	9.9544	8.3871	10.4308	9.0477	7.0809	6.9964	7.6425	9.7061	6.9413	9.6097	6.8564	6.8752	8.6459	8.9968	10.2685	8.8778	7.729	8.0167	8.2183	8.8082	5.6851	10.7379	11.2913	8.1326	7.782	7.7634	7.346	8.8054	8.4385	8.568	9.849	9.003	8.9856	8.7349	8.8616	9.4784	9.8803	9.6234	9.2419	7.2023	9.2166	9.9963	8.6212	9.4211	9.8285	9.6188	9.5272	11.1541	9.7768	11.0745	10.4461	8.0486	8.6406	9.2676	10.9708	8.2512	9.3675	8.7865	9.2979	9.5472	11.0336	9.6782	9.7894	10.0147	9.3621	7.5016	8.4016	8.825	8.7624	9.6795	10.2345	8.9793	10.0488	7.6004	8.4531	9.4212	9.9053	7.1503	7.7786	7.0742	7.0455	10.4162	9.0331	10.3959	7.7172	8.8549	12.0209	8.6409	9.9394	8.4408	9.5703	7.7922	8.38	11.6715	8.9861	9.4334	10.2826	9.514	9.4241	8.6743	10.1252
hsa-miR-203a-5p	2.7071	2.1071	1.9037	3.2505	2.138	1.7932	2.671	1.3357	1.158	0	0.8017	2.8888	1.1708	1.2195	1.1027	0.5627	1.6061	1.8242	2.5468	0.7486	1.1784	1.2595	1.5154	1.4759	0	3.0451	3.3609	0.6539	0.4115	0.3533	0.8868	1.1642	1.0012	1.4067	2.0333	1.3139	1.8142	1.6676	1.2515	2.1474	1.9428	1.7373	1.2306	0	2.295	2.8418	1.0318	1.9104	1.9246	2.0424	1.2565	3.0475	1.1837	2.9128	2.1754	0.413	0.8262	1.4066	3.3546	1.0929	1.3184	0.9685	2.5649	1.9936	2.6671	2.151	1.7131	1.9145	1.5815	0	0.8469	2.092	1.7702	2.1665	1.9985	1.4575	2.0807	0.9437	0.798	1.4714	2.6706	0.6322	0.3044	0.9834	0.5404	2.0299	1.4876	1.9638	0.25	1.2747	3.4452	1.1019	1.8267	1.1976	1.4782	0.4518	0.5047	4.1718	0.8062	1.6409	2.156	1.71	2.2187	1.7433	1.7665
hsa-miR-203b-3p	3.4534	2.8105	3.2478	4.0079	2.6764	2.6416	3.351	2.2661	1.6577	0	1.0805	3.5863	1.2677	1.3661	1.2705	2.2679	2.1568	2.3668	3.5492	1.2389	1.7522	2.0884	1.8889	1.587	0	3.933	4.1771	2.3799	1.4062	0.3533	1.3381	2.3991	2.3238	2.4915	2.3699	1.4878	2.4341	1.9885	2.1294	3.1281	2.2917	2.2815	1.424	0.3049	2.5986	3.7375	1.2053	2.877	2.8261	2.9197	2.104	3.7164	1.8251	3.6399	3.6561	1.2178	1.4873	2.1946	3.9165	1.9383	1.9405	1.1032	3.1607	2.2412	3.4174	3.0858	1.9926	3.0141	1.9137	0.635	1.2854	2.8631	2.1815	2.567	2.5459	1.8939	2.6521	1.5094	1.4456	2.3608	3.6304	1.2478	0.3044	0.9834	0.7499	2.3896	1.6145	2.9247	1.0943	2.0059	4.0647	1.6331	2.5693	1.7665	2.6393	1.1702	0.8779	4.6196	1.9287	2.0628	2.5363	2.0103	3.5335	2.0932	2.323
hsa-miR-203b-5p	10.3904	10.0795	8.9284	11.4478	9.9418	8.3737	10.4171	9.0331	7.071	6.974	7.6209	9.7002	6.9321	9.6021	6.8531	6.8634	8.6363	8.9751	10.2552	8.8694	7.7204	8.0063	8.2109	8.7959	5.668	10.7151	11.2822	8.1203	7.769	7.7411	7.3339	8.7911	8.4175	8.5579	9.8363	8.9922	8.9725	8.7262	8.8478	9.4652	9.8571	9.6041	9.2306	7.1954	9.2037	9.9839	8.6126	9.4112	9.8196	9.6058	9.5115	11.1418	9.7603	11.0531	10.4287	8.0368	8.6303	9.2572	10.9555	8.244	9.354	8.7746	9.2875	9.5313	11.0255	9.6682	9.7765	10.0052	9.3541	7.4906	8.3845	8.8089	8.7485	9.6601	10.2236	8.9699	10.0325	7.5906	8.444	9.4059	9.8903	7.1475	7.7662	7.07	7.023	10.4055	9.0224	10.3806	7.6976	8.8416	12.0025	8.6277	9.9191	8.4207	9.5564	7.7826	8.3567	11.6608	8.969	9.4182	10.2686	9.5	9.4152	8.6617	10.1133
hsa-miR-204-5p	2.7071	1.6347	4.9391	3.7453	3.0533	4.3519	3.3867	4.5297	0.9438	4.8413	4.5649	3.2029	6.374	10.1692	2.2881	4.2575	4.5343	2.7602	8.4818	4.6907	4.5401	5.6345	4.1342	10.8431	2.214	0.9531	1.8677	0.6539	6.9167	4.7447	4.6158	4.0028	3.5871	7.6848	3.7982	3.615	8.2619	5.3842	9.8028	4.7691	5.25	5.6806	6.5991	8.3457	2.8025	3.1031	8.5657	2.9302	5.7233	5.0557	6.1944	3.6902	4.6712	6.9494	3.8966	7.7368	4.0854	7.9078	4.4269	4.4445	4.6295	5.2235	5.7717	5.7297	4.9456	6.2803	6.7503	4.8786	5.9722	6.2145	5.7851	4.6639	5.4247	3.6192	4.1557	7.2484	8.0372	7.4361	3.4396	7.0465	4.8727	5.4469	5.9882	7.4912	8.4286	2.0299	2.2828	6.7479	5.4199	4.937	8.1047	5.421	5.8258	7.8926	4.4956	5.0474	5.0846	1.2664	8.0155	5.2904	6.6548	4.583	4.8526	5.5309	4.0073
hsa-miR-205-5p	4.2247	1.7681	4.7426	5.293	0.5006	0.3876	2.6119	0.3265	0	2.5342	2.5437	1.0007	1.5246	1.9811	1.3724	0	5.4928	0.2998	5.2941	5.5828	5.769	5.7069	0.6117	0	0	0	0.4828	6.8519	0	0.8739	0	0.8698	0	5.13	0.621	0.2778	5.3448	5.5252	8.8719	5.546	5.4866	1.0133	1.424	1.6407	0	0.7755	0.6063	3.1702	0.2627	0.9891	1.8842	0.6993	0	0.6604	2.1754	1.7313	0	0.3507	0.5972	0	1.8832	0.4675	0.2033	0	2.4821	0.6847	1.366	0.3871	0.2886	0	0.7127	0.8099	0.215	0.2693	3.8676	0.4731	3.182	0.3378	0	0.3735	0.2174	1.9218	0	3.0064	5.0754	5.7446	0.3308	2.1032	0.8129	0.4382	7.812	0.4669	1.3741	0.4537	1.4782	5.5604	0.3941	0.2094	7.9091	0.6132	2.7776	0.3247	0.9722	0.494	0.7142
hsa-miR-20a-3p	0	1.4878	0.6307	2.6676	1.0556	0	2.0243	2.827	0	0.2843	0	2.5862	1.444	1.3188	0.8436	0	1.2721	1.2546	1.8784	0.7486	0.5595	1.5729	2.1854	1.8767	0.684	3.7189	2.1084	0.8193	0.4115	0.8739	1.7191	1.3316	0.7379	0.4117	0.3437	0.8869	3.5256	1.2541	1.467	1.3046	2.4128	2.0199	1.747	1.6407	1.3835	0.7755	1.0318	1.6814	1.7642	2.0987	2.269	3.0655	1.2813	2.4206	2.9743	1.5796	0.3308	0.6326	2.5536	1.8655	1.9405	1.8023	2.818	1.9936	1.6035	1.2733	2.4743	1.3441	1.6339	1.2523	1.1876	0.5869	1.1928	1.158	0.7582	0.9783	0.9115	1.0394	0.9891	1.0244	2.3408	0.3505	1.2686	1.2437	0.9327	2.5876	1.6145	1.8629	1.0943	1.4722	1.8312	1.4434	1.5412	1.0764	1.4782	0	0.8779	2.693	1.6986	1.7956	1.8831	1.1776	0.2538	1.2186	2.0154
hsa-miR-20a-5p	8.4016	11.3037	8.1506	10.6315	9.0765	6.7822	9.6292	10.6395	5.3032	7.0276	7.3173	9.4377	7.5634	10.4391	8.0762	6.955	8.4323	8.7724	9.3395	8.8	7.0716	5.7464	9.7253	9.8123	6.5256	10.9418	8.7505	6.0628	7.5783	8.7809	8.5998	8.1385	8.0024	7.8724	8.4294	8.8609	11.4811	8.2553	8.4777	8.7069	9.5199	8.2538	8.785	8.8376	9.605	8.3309	9.3507	9.3781	8.0954	8.7574	8.3995	10.327	7.5282	9.04	9.7192	7.7233	8.0849	8.765	10.3328	8.8947	9.0651	8.1914	9.1955	8.6321	9.1197	8.2273	9.1161	8.733	9.1952	9.2654	8.8101	7.8623	7.8732	9.7708	9.6729	10.5974	8.3383	7.1653	9.2841	6.9455	8.8342	6.3539	8.5433	8.1114	9.2563	10.4278	9.0368	9.0785	7.6746	8.4028	8.8932	8.0343	9.3925	9.7915	8.4848	6.4528	6.6394	11.512	9.3654	8.7931	9.9998	9.4743	6.5308	8.0231	9.0431
