#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	"The type of sample (i.e., normal, primary, met, recurrence)."	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE
KE39_STOMACH	KE39_STOMACH	1	2.96	1	ACH-000507	KE-39	lymph_node	Metastasis	Stomach	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	Adherent	RPMI 1640 +10%FBS	NA	5% DMSO		92	stomach	stomach	Gastric:Carcinoma	148.4340211
COV504_OVARY	COV504_OVARY	1	1.67	0	ACH-001048	COV504		Primary	Ovary	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	ovary	ovary	NA	NA
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.1	0	ACH-000167	KE-97	peritoneum	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	plasma_cell_myeloma	NS	NS	CCLE	RIKEN	Adherent	RPMI 1640 +10%FBS	NA	5% DMSO		40.3	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	117.1043494
VMRCRCW_KIDNEY	VMRCRCW_KIDNEY	1	2.19	0	ACH-000484	VMRC-RCW		Primary	Kidney	NS	NS	NS	NS	NS	NS	CCLE		adherent	EMEM+10%FBS	NA	5%DMSO		NA	kidney	kidney	Kidney:Carcinoma	107.4506264
HGC27_STOMACH	HGC27_STOMACH	1	3.08	2	ACH-000847	HGC-27	lymph_node	Metastasis	Stomach	NS	NS	NS	undifferentiated_adenocarcinoma	NS	NS	CCLE	GNF						NA	stomach	stomach	Gastric:Carcinoma	247.1007226
LUDLU1_LUNG	LUDLU1_LUNG	1	1.82	0	ACH-000390	LUDLU-1		Primary	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECAAC	"epithelial, adherent"	RPMI-1640+10% FBS	NA	5% DMSO		120.7	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	108.9028042
HUG1N_STOMACH	HUG1N_STOMACH	1	2.9	1	ACH-000239	HuG1-N		Primary	Stomach	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	stomach	stomach	Gastric:Carcinoma	146.9369947
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.04	0	ACH-000626	U266B1		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	plasma_cell_myeloma	NS	NS	CCLE	ATCC	Suspension Lymphoblast	RPMI1640+15%FBS		5%DMSO		198.1	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	125.3581906
NUGC4_STOMACH	NUGC4_STOMACH	1	2.44	0	ACH-000674	NUGC-4	lymph_node	Metastasis	Stomach	NS	NS	NS	signet_ring_adenocarcinoma	NS	NS	CCLE	GNF						NA	stomach	stomach	Gastric:Carcinoma	175.0163689
BGC823_STOMACH	BGC823_STOMACH	NA	NA	NA	ACH-001017	BGC-823		Primary	Stomach	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	stomach	stomach	NA	NA
HMC18_BREAST	HMC18_BREAST	1	3.62	2	ACH-000721	HMC-1-8		Metastasis	Breast	NS	NS	NS	NS	NS	NS	CCLE	HSSRB	Adherent	RPMI 1640 +10%FBS	NA	5% DMSO		63.3	breast	breast	Breast:Carcinoma	204.8327614
CAS1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	1	1.87	0	ACH-000464	CAS-1		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	CCLE	ICLC	Adherenet	DMEM +10%FBS	NA	5% DMSO		79.5	glioma	glioma	CNS:Glioma_HighGrade	119.2694501
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.08	1	ACH-000889	KMM-1		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	plasma_cell_myeloma	NS	NS	CCLE	HSSRB	lymphocyte-like	RPMI 1640 medium with 10% fetal bovine serum.	NA		NA	NA	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	279.6134094
CORL23_LUNG	CORL23_LUNG	1	2.27	1	ACH-000662	COR-L23		Metastasis	Lung	NS	NS	NS	large_cell_carcinoma	NS	NS	CCLE	ECAAC	adherent	RPMI 1640 + 10%FBS	2mM L-glutamine	5% DMSO		33.4	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	137.3378769
MORCPR_LUNG	MORCPR_LUNG	1	1.16	0	ACH-000851	MOR/CPR		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ECACC	aggregates in suspension	RPMI-1640+ 10%FBS	2mM glutamine; 1ug/ml cisplatin	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	232.8053039
HARA_LUNG	HARA_LUNG	1	2.95	1	ACH-000843	HARA		Metastasis	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	HSRRB	ADHERENT; fast grower	RPMI-1640+10% FBS	NA	5% DMSO		63.7	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	233.5534525
SKOV3_OVARY	SKOV3_OVARY	1	1.9	0	ACH-000811	SK-OV-3	ascites	Metastasis	Ovary	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	NIBRI						NA	ovary	ovary	Ovary:Carcinoma	198.9679444
HPAFII_PANCREAS	HPAFII_PANCREAS	1	2.61	1	ACH-000094	HPAF-II	ascites	Metastasis	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	ADHERENT EPITHELIAL;	EMEM+10% FBS	NA	5%DMSO		79	pancreas	pancreas	Pancreas:Carcinoma	85.29688898
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	2.08	0	ACH-000583	MC116	pleura	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	B_cell_lymphoma_unspecified	NS	NS	CCLE	ATCC	SUSPENSION LYMPHOBLASTS	RPMI-1640+20%FBS	NA	5%DMSO	26-28 hrs	44.4	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	132.9188091
NCIH1568_LUNG	NCIH1568_LUNG	1	2.59	1	ACH-000869	NCI-H1568	lymph_node	Metastasis	Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO		67	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	238.7618945
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.07	0	ACH-000440	CA46	ascites	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Burkitt_lymphoma	NS	NS	CCLE	ATCC	Adherent	RPMI + 10 % FBS	NA	5%DMSO		25.7	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	135.0411689
A498_KIDNEY	A498_KIDNEY	1	3.28	1	ACH-000555	A-498		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	CCLE		adherent	EMEM+10%FBS	NA	5%DMSO		53.6	kidney	kidney	Kidney:Carcinoma	108.0383796
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.08	0	ACH-000923	BCP-1		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	B_cell_lymphoma_unspecified	NS	NS	CCLE	ATCC	Supsension	RPMI +20% FBS	NA	5%DMSO		NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	353.1008508
A673_BONE	A673_BONE	1	2.01	0	ACH-000052	A-673		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	61.21045057
AU565_BREAST	AU565_BREAST	1	3.75	1	ACH-000248	AU565	pleura	Metastasis	Breast	NS	NS	NS	NS	NS	NS	CCLE	ATCC	Adherenet	RPMI 1640 + 10%FBS	NA	5% DMSO		74.1	breast	breast	Breast:Carcinoma	223.3824299
COLO201_LARGE_INTESTINE	COLO201_LARGE_INTESTINE	NA	NA	NA	ACH-000253	COLO 201	ascites	Metastasis	Large_Intestine	colon	NS	NS	adenocarcinoma	NS	NS	CCLE		Suspension with some loosely attached cells	RPMI-1640+10% FBS	NA	5%DMSO		NA	colorectal	colorectal	Colorectal:Carcinoma	94.61007254
CAPAN1_PANCREAS	CAPAN1_PANCREAS	1	2.91	1	ACH-000354	Capan-1	liver	Metastasis	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	IMDM +20% FBS	NA	5%DMSO		148.4	pancreas	pancreas	Pancreas:Carcinoma	94.4755242
NCIH1563_LUNG	NCIH1563_LUNG	1	3.87	1	ACH-000892	NCI-H1563		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO		165.5	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	272.0403023
NCIH358_LUNG	NCIH358_LUNG	0.98	3.46	1	ACH-000860	NCI-H358		Primary	Lung	NS	NS	NS	bronchioloalveolar_adenocarcinoma	NS	NS	CCLE	ATCC	adherenet	RPMI+10%FBS	NA	5%DMSO		73.9	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	218.724336
CFPAC1_PANCREAS	CFPAC1_PANCREAS	1	1.76	0	ACH-000138	CFPAC-1	liver	Metastasis	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE		mixed line  ~ 50-50	IMDM+10%fbs	NA	5%DMSO		80.2	pancreas	pancreas	Pancreas:Carcinoma	79.90153548
NIHOVCAR3_OVARY	NIHOVCAR3_OVARY	1	3.52	1	ACH-000001	NIH:OVCAR-3	ascites	Metastasis	Ovary	NS	NS	NS	NS	NS	NS	CCLE	ATCC	adherenet; epithelial	RPMI+20%FBS	NA	5%DMSO		NA	ovary	ovary	Ovary:Carcinoma	83.80695109
NCIH1650_LUNG	NCIH1650_LUNG	0.99	2.08	1	ACH-000035	NCI-H1650	pleura	Metastasis	Lung	NS	NS	NS	bronchioloalveolar_adenocarcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	RPMI+10%FBS	NA	5%DMSO		52.2	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	60.12771707
NCIH1793_LUNG	NCIH1793_LUNG	1	3.4	1	ACH-000888	NCI-H1793		Primary	Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	DMEM:F12	plethora; see sheet	5% DMSO		98.1	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	282.9219689
NCIH1437_LUNG	NCIH1437_LUNG	1	2.89	1	ACH-000589	NCI-H1437	pleura	Metastasis	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI+10%FBS	NA	5% DMSO		48.6	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	126.2080661
KNS62_LUNG	KNS62_LUNG	1	2.62	1	ACH-000858	KNS-62		Metastasis	Lung	bronchus	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	ATCC	adherent	EMEM +20%FBS	NA	5% DMSO		59.2	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	223.1421586
HS578T_BREAST	HS578T_BREAST	1	2.65	1	ACH-000148	Hs 578T		Primary	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	DMEM +10 %FBS	NA	5%DMSO		47.9	breast	breast	Breast:Carcinoma	93.3026384
BT20_BREAST	BT20_BREAST	1	2.62	1	ACH-000536	BT-20		Primary	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	NIBRI						NA	breast	breast	Breast:Carcinoma	114.1400879
SNU182_LIVER	SNU182_LIVER	0.98	3.32	1	ACH-000483	SNU-182		Primary	Liver	NS	NS	NS	hepatocellular_carcinoma	NS	NS	CCLE	NIBRI						NA	liver	liver	Liver:HCC	140.778944
SKNMC_BONE	SKNMC_BONE	1	2.01	0	ACH-000039	SK-N-MC	supra_orbital_area	Metastasis	Bone	NS	NS	NS	NS	NS	NS	CCLE	ATCC	Adherent epithelial.	EMEM + 10% FBS	NA	5% DMSO		32.9	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	53.24884517
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.04	0	ACH-000061	HH		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	adult_T_cell_lymphoma-leukaemia	NS	NS	CCLE	NIBRI						NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	79.63113609
FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	1	1.72	0	ACH-000846	FaDu		Primary	Upper_Aerodigestive_Tract	pharynx	hypopharynx	NS	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI						33.3	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	193.3167422
SJRH30_SOFT_TISSUE	SJRH30_SOFT_TISSUE	0.98	4.93	2	ACH-001189	SJRH30	bone_marrow	Metastasis	Soft_Tissue	striated_muscle	NS	NS	NS	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	soft_tissue	soft_tissue	NA	NA
MDAMB361_BREAST	MDAMB361_BREAST	0.88	2.75	1	ACH-000934	MDA-MB-361	central_nervous_system	Metastasis	Breast	NS	NS	NS	NS	NS	NS	CCLE	ATCC	loosely adherent epithelial	RPMI-20% FBS	NA	5% DMSO		168.2	breast	breast	Breast:Carcinoma	413.9923146
MDAMB436_BREAST	MDAMB436_BREAST	0.99	1.67	0	ACH-000573	MDA-MB-436	pleura	Metastasis	Breast	NS	NS	NS	NS	NS	NS	CCLE	ATCC	Adherent	RPMI-1640 + 10% FBS	10ug/ml bovine insulin; 16ug/ml glutathione	5%DMSO		58.6	breast	breast	Breast:Carcinoma	151.8206873
PANC0213_PANCREAS	PANC0213_PANCREAS	1	1.86	0	ACH-000031	Panc 02.13		Primary	Pancreas	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						NA	pancreas	pancreas	Pancreas:Carcinoma	53.8707524
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.13	1	ACH-000334	DB	ascites	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	diffuse_large_B_cell_lymphoma	NS	NS	CCLE	ATCC	suspension	RPMI-1640 + 10% FBS	NA	5%DMSO		52.6	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	120.7925694
RDES_BONE	RDES_BONE	1	3.03	1	ACH-000041	RD-ES		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	75.29215428
CAL27_UPPER_AERODIGESTIVE_TRACT	CAL27_UPPER_AERODIGESTIVE_TRACT	1	1.98	0	ACH-000832	CAL 27		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI						29.3	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	186.1487595
MESSA_SOFT_TISSUE	MESSA_SOFT_TISSUE	0.99	1.93	0	ACH-000449	MES-SA		Primary	Soft_Tissue	fibrous_tissue_and_uncertain_origin	uterus	NS	NS	NS	NS	CCLE	ATCC	Fibroblast  adherent	McCoy's 5A + 10%FBS	NA	5%DMSO		35.3	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Others	121.3182747
SW1271_LUNG	SW1271_LUNG	1	2.93	1	ACH-000890	SW 1271		Primary	Lung	NS	NS	NS	small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	Leibovitz's L-15 Medium + 10%FBS	NA	5%DMSO		NA	lung_small_cell	lung_small_cell	Lung:SCLC	261.0557486
NCIH1792_LUNG	NCIH1792_LUNG	1	2.28	1	ACH-000496	NCI-H1792	pleura	Metastasis	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO		31.2	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	125.0865901
GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	1	2.87	1	ACH-000835	GCT	lung	Metastasis	Soft_Tissue	fibrous_tissue_and_uncertain_origin	NS	NS	NS	NS	NS	CCLE	NIBRI						64.6	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_FibrousHistiocytoma	179.4906831
SKBR3_BREAST	SKBR3_BREAST	1	4.04	2	ACH-000017	SK-BR-3	pleura	Metastasis	Breast	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						95.3	breast	breast	Breast:Carcinoma	170.5817104
SNU16_STOMACH	SNU16_STOMACH	1	3.62	1	ACH-000581	SNU-16	ascites	Metastasis	Stomach	NS	NS	NS	undifferentiated_adenocarcinoma	NS	NS	CCLE	NIBRI						NA	stomach	stomach	Gastric:Carcinoma	154.3977156
NCIH82_LUNG	NCIH82_LUNG	1	2.7	1	ACH-000355	NCI-H82	pleura	Metastasis	Lung	NS	NS	NS	small_cell_carcinoma	NS	NS	CCLE	ATCC	adherent; epithelial	RPMI+10%FBS	NA	5% DMSO		21.6	lung_small_cell	lung_small_cell	Lung:SCLC	108.504952
NCIN87_STOMACH	NCIN87_STOMACH	1	1.86	0	ACH-000427	NCI-N87	liver	Metastasis	Stomach	NS	NS	NS	NS	NS	NS	CCLE		Epithelial adherent	RPMI1640+10%FBS	NA	5%DMSO		76.7	stomach	stomach	Gastric:Carcinoma	111.3392806
U2OS_BONE	U2OS_BONE	0.98	3.09	1	ACH-000364	U-2 OS		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	ATCC	Adherent	McCoy's 5A +10%FBS	NA	5% DMSO		NA	osteosarcoma	osteosarcoma	Bone:Sarcoma_Osteo	103.6905353
H4_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	1	3.18	1	ACH-000389	H4		Primary	Central_Nervous_System	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						35.6	glioma	glioma	CNS:Glioma	108.47913
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.07	0	ACH-000081	GDM-1		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_myeloid_leukaemia	M4	NS	CCLE	NIBRI						NA	AML	AML	Leukemia:AML	83.72081463
HCC1143_BREAST	HCC1143_BREAST	0.98	3.69	2	ACH-000374	HCC1143		Primary	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI+10%FBS	NA	5%DMSO		214.2	breast	breast	Breast:Carcinoma	113.6520826
T24_URINARY_TRACT	T24_URINARY_TRACT	0.98	3.65	2	ACH-000018	T24		Primary	Urinary_Tract	bladder	NS	NS	transitional_cell_carcinoma	NS	NS	CCLE	ATCC	Adherent epithelial	McCoy's 5A +10%	NA	5%DMSO		38.8	urinary_tract	urinary_tract	Bladder:Carcinoma	94.67528958
G401_SOFT_TISSUE	G401_SOFT_TISSUE	0.99	2	0	ACH-000096	G-401		Primary	Soft_Tissue	striated_muscle	kidney	NS	NS	NS	NS	CCLE	NIBRI						NA	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	90.26965062
HCC1937_BREAST	HCC1937_BREAST	0.98	4.06	2	ACH-000223	HCC1937		Primary	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	adherent; line grows as large epithelial cells with tendency to float at high cell  densitites	RPMI-1640+10% FBS	NA	5%DMSO		88.8	breast	breast	Breast:Carcinoma	82.85897134
HCC1569_BREAST	HCC1569_BREAST	0.98	3.31	1	ACH-000930	HCC1569		Primary	Breast	NS	NS	NS	metaplastic_carcinoma	NS	NS	CCLE		mixed	RPMI1640+10%FBS	NA	5%DMSO		NA	breast	breast	Breast:Carcinoma	486.8665091
OCUM1_STOMACH	OCUM1_STOMACH	1	2.35	0	ACH-000247	OCUM-1		Primary	Stomach	NS	NS	NS	diffuse_adenocarcinoma	NS	NS	CCLE	NIBRI						NA	stomach	stomach	Gastric:Carcinoma	133.8681685
SAOS2_BONE	SAOS2_BONE	NA	NA	NA	ACH-000410	Saos-2		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	NIBRI	Adherent epithelial	McCoy's 5A +15%FBS	NA	5%DMSO		181.8	osteosarcoma	osteosarcoma	Bone:Sarcoma_Osteo	109.3601177
D283MED_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	1	2.04	0	ACH-000055	D283 Med	peritoneum	Metastasis	Central_Nervous_System	cerebellum	NS	NS	NS	NS	NS	CCLE	NIBRI						243.4	medulloblastoma	medulloblastoma	CNS:Medulloblastoma	85.48175072
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9_UPPER_AERODIGESTIVE_TRACT	1	3.34	1	ACH-000181	SCC-9		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	80.66946436
HCC1395_BREAST	HCC1395_BREAST	1	1.48	0	ACH-000699	HCC1395		Primary	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	ADHERENT EPITHELIAL	RPMI-10% FBS	NA	5% DMSO		107.3	breast	breast	Breast:Carcinoma	131.1519698
NMCG1_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	1	2.23	1	ACH-000200	NMC-G1		Primary	Central_Nervous_System	brain	NS	NS	NS	NS	NS	CCLE	HSSRB	Adherent	DMEM +10%FBS	NA	5% DMSO		137.9	glioma	glioma	CNS:Glioma	99.42966602
TEN_ENDOMETRIUM	TEN_ENDOMETRIUM	0.98	3.4	1	ACH-000397	TEN		Primary	Endometrium	NS	NS	NS	clear_cell_carcinoma	NS	NS	CCLE	RIKEN		MEM + 10% FBS	NA	5%DMSO		178.9	endometrium	endometrium	Endometrium:Carcinoma	147.1543657
HS604T_FIBROBLAST	HS604T_FIBROBLAST	1	2	0	ACH-001093	Hs 604.T		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Hodgkin_lymphoma	NS	NS	CCLE	ATCC	Adherent	DMEM +10 %FBS	NA	5%DMSO		NA	lymphoma_Hodgkin	fibroblast_like	NA	NA
TE9_OESOPHAGUS	TE9_OESOPHAGUS	1	3.19	1	ACH-000694	TE-9		Primary	Oesophagus	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN	Adherent	RPMI 1640 + 10%FBS		5% DMSO		106.5	esophagus	esophagus	Oesophagus:Carcinoma	161.0305019
KNS42_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	1	3.2	1	ACH-000622	KNS-42		Primary	Central_Nervous_System	brain	NS	NS	NS	NS	NS	CCLE	HSSRB	Adherent	EMEM + 5% FBS	NA	5% DMSO		79.7	glioma	glioma	CNS:Glioma	168.9199906
KYSE520_OESOPHAGUS	KYSE520_OESOPHAGUS	1	2.82	1	ACH-000637	KYSE-520		Primary	Oesophagus	lower_third	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	DSMZ	Adherent	RPMI 1640 +10%FBS	NA	5% DMSO		121.8	esophagus	esophagus	Oesophagus:Carcinoma	168.9136858
KYSE270_OESOPHAGUS	KYSE270_OESOPHAGUS	1	1.46	0	ACH-000873	KYSE-270		Primary	Oesophagus	middle_third	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	DSMZ	Adherent	RPMI + 10 % FBS	NA	5% DMSO		153.6	esophagus	esophagus	Oesophagus:Carcinoma	245.3804386
JHUEM1_ENDOMETRIUM	JHUEM1_ENDOMETRIUM	0.99	2	0	ACH-000928	JHUEM-1		Primary	Endometrium	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	RIKEN	adherent with some suspension cells	DMEM:F12(1:1) +15%FBS	NA	5% DMSO		288.6	endometrium	endometrium	Endometrium:Carcinoma	434.989757
YH13_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	1	1.96	0	ACH-000469	YH-13		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	CCLE	HSSRB	Adherent	EMEM + 20% FBS	NA	5% DMSO		77.1	glioma	glioma	CNS:Glioma_HighGrade	159.4333834
IALM_LUNG	IALM_LUNG	1	2.47	1	ACH-000672	IA-LM	skin	Metastasis	Lung	NS	NS	NS	large_cell_carcinoma	NS	NS	CCLE	RIKEN	ADHERENT EPITHELIAL;	HAMSF10+ 10% FBS	NA	5% DMSO		143.2	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	196.5950713
NCIH2052_PLEURA	NCIH2052_PLEURA	1	4.67	2	ACH-000153	NCI-H2052	pleura	Metastasis	Pleura	NS	NS	NS	NS	NS	NS	CCLE	ATCC	adherent	RPMI-1640  +10 % FBS	NA	5% DMSO		194.2	mesothelioma	mesothelioma	Lung:Mesothelioma	89.75888173
